系列,牌号,销售区域,部门,销售,公司名称,近三年牌号成交规模,公司类型,制成品,行业,细分行业,用料,使用品类,使用二级品类,月用量,是否授信,冻结原因,授信期限,授信区间,快塑贷授信额度,快塑贷在贷余额,保险额度,第三方预授信额度,第三方激活额度,第三方已用额度,第三方预授信明细,第三方激活明细,复购率,最近成交日期,公司规模,近一年公司渗透率,近一年公司品类渗透率,近一年成交品类数,近一年成交品类,crm是否有期货用料,近一年是否有期货订单,是否代采客户,黑名单状态,近30天上线天数,当月上线天数,是否绑定企微,近一年快塑贷逾期率,近一年最长逾期天数,近一年最长逾期天数区间,近一年平均逾期天数,近一年平均逾期天数区间,是否使用美金支付,是否使用手册核销
茂金属Elite系列,5538G,CPG,CPG华南,尹书瑶,珠海市达华实业有限公司,,终端,共挤膜/多层包装膜|缓冲气囊/气柱袋/充气袋|通用食品包装膜/袋|重包装膜/袋（工业膜/袋）|铝塑软管（牙膏管等）,其它|消费品|软包装,其它|工业|工业类|日用,"EVA-7350M|台湾塑胶,HDPE膜料-3355F|泰国PTT,HDPE膜料-5121B|中海壳牌,HDPE膜料-6207FL(HTA108)|埃克森,HDPE膜料-F920A|韩华道达尔,HDPE膜料-FB1350|北欧化工,HDPE膜料-FB5600|北欧化工,LDPE副牌-1218|雪佛龙菲利普斯,LDPE膜料-0270|卡塔尔石化,LDPE膜料-0474|卡塔尔石化,LDPE膜料-2420H|中海壳牌,LDPE膜料-2420H|伊朗石化,LDPE重包料-2420D|中海壳牌,LDPE重包料-2420D|泰国PTT,LDPE重包料-FB3003|卡塔尔石化,LDPE重包料-FE3000|卡塔尔石化,LLDPE膜料-118NJ|沙特SABIC,LLDPE膜料-118WJ|沙特SABIC,LLDPE膜料-2018.AY|埃克森,LLDPE膜料-2018AY|埃克森,LLDPE膜料-2036G|陶氏,LLDPE膜料-2036P|陶氏,LLDPE膜料-2038.68G|陶氏,LLDPE膜料-2045G|陶氏,LLDPE膜料-2098P|陶氏,LLDPE膜料-2645.11G|陶氏,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|茂名石化,LLDPE膜料-L207F|泰国PTT,LLDPE膜料-NG2038B|陶氏,LLDPE膜料-XUS61530.23|陶氏,MLLDPE-0520.MC(2005MC)|埃克森,MLLDPE-0525.RA|埃克森,MLLDPE-0535.MC(3505MC)|埃克森,MLLDPE-1018.RF(1018RF)|埃克森,MLLDPE-1018MA(1018.MA)|埃克森,MLLDPE-1018MF(1018.MF)|埃克森,MLLDPE-1018MF|埃克森,MLLDPE-1018RA|埃克森,MLLDPE-2018MA|埃克森,MLLDPE-2039G|陶氏,MLLDPE-3505MC|埃克森,MLLDPE-5400G|陶氏,MLLDPE-5401G|陶氏,MLLDPE-5538G|陶氏,POP 聚烯烃塑性体-PL1881G|陶氏,ULDPE膜料-4404G|陶氏","EVA,HDPE,LDPE,LLDPE,MLLDPE,POP 聚烯烃塑性体,ULDPE","EVA,HDPE膜料,LDPE副牌,LDPE膜料,LDPE重包料,LLDPE膜料,MLLDPE,POP 聚烯烃塑性体,ULDPE膜料",430,已授信,,60,31天+,1900000,347500,1900000,344920.4,0,0,京塑条|授信额度:|344920|,,月月购,2026-05-08,中客户,23.55%,"EVA|月用量|3|渗透率|0.00%|,LDPE涂覆料|月用量|0|渗透率|0.00%|,POP 聚烯烃塑性体|月用量|2|渗透率|0.00%|,ULDPE膜料|月用量|1|渗透率|0.00%|,LDPE重包料|月用量|40|渗透率|2.50%|,HDPE膜料|月用量|40|渗透率|136.25%|,LLDPE膜料|月用量|281|渗透率|9.22%|,LDPE|月用量|500|渗透率|0.00%|,LDPE膜料|月用量|50|渗透率|22.50%|,MLLDPE|月用量|140|渗透率|6.14%|",4,"HDPE,LDPE,LLDPE,MLLDPE",,有期货订单,非代采客户,正常,小于5天,3,已绑定,0.878,14,8-15天,6.2239,1-7天,否,否
茂金属Elite系列,5538G,CPG,CPG华东,陈冠军,浙江高远新材料科技有限公司,1493.125,终端,CPP膜|牙膏膜,软包装,工业|日用,"HDPE注塑料-56200(HMA016)|埃克森,HDPE注塑料-8920|华泰,HDPE注塑料-DMDA-8920NT7|陶氏,HDPE注塑料-HD54200(FMA016)|福建联合,HDPE膜料-5110|伊朗石化,HDPE膜料-F920A|韩华道达尔,HDPE膜料-HD5290HLF(HTA001HD5)|埃克森,LDPE膜料-0270|卡塔尔石化,LDPE膜料-0274|卡塔尔石化,LDPE膜料-0474|卡塔尔石化,LDPE膜料-2420H|扬子巴斯夫,LDPE膜料-2426H|中海壳牌,LDPE膜料-2426H|扬子巴斯夫,LDPE膜料-2426H|浙江石化,LDPE膜料-2426K|茂名石化,LDPE膜料-450E|陶氏,LLDPE膜料-0220KJ|上海赛科,LLDPE膜料-2018.BU|埃克森,LLDPE膜料-2036G|陶氏,LLDPE膜料-2036P|陶氏,LLDPE膜料-2038.68G|陶氏,LLDPE膜料-7042|浙江石化,LLDPE膜料-7042|镇海炼化,LLDPE膜料-7050H|镇海炼化,LLDPE膜料-7050|浙江石化,LLDPE膜料-XUS61530.23|陶氏,LLDPE膜料-沙特2018BU|埃克森,MHDPE-AT6900|陶氏,MLLDPE-1018MF(1018.MF)|埃克森,MLLDPE-1018MF|埃克森,MLLDPE-5400G|陶氏,MLLDPE-5401GT|陶氏,MLLDPE-5401G|陶氏,MLLDPE-5500G|陶氏,MLLDPE-5538G|陶氏,MLLDPE-SP1520|三井化学,POE-6102|埃克森,POP 聚烯烃塑性体-3236|埃克森,PPHM拉丝料-HP-550J|浙江石化,PPHM拉丝料-S1003|浙江石化,PPR透明注塑料-F800EDF|上海石化,TERPP膜料-C5608|燕山石化,TERPP膜料-C5908M|燕山石化","HDPE,LDPE,LLDPE,MHDPE,MLLDPE,POE,POP 聚烯烃塑性体,PPHM,PPR,TERPP","HDPE注塑料,HDPE膜料,LDPE膜料,LLDPE膜料,MHDPE,MLLDPE,POE,POP 聚烯烃塑性体,PPHM拉丝料,PPR透明注塑料,TERPP膜料",1633,已授信,,3,1-7天,600000,,0,,,,,,三月购,2026-01-14,大客户,3.53%,"LDPE膜料|月用量|350|渗透率|0.00%|,HDPE膜料|月用量|50|渗透率|11.00%|,MHDPE|月用量|0|渗透率|0.00%|,PPR透明注塑料|月用量|0|渗透率|0.00%|,POP 聚烯烃塑性体|月用量|3|渗透率|0.00%|,HDPE注塑料|月用量|100|渗透率|0.00%|,PPHM拉丝料|月用量|200|渗透率|0.00%|,PPR注塑料|月用量|50|渗透率|0.00%|,POE|月用量|20|渗透率|0.00%|,TERPP膜料|月用量|50|渗透率|0.00%|,LLDPE膜料|月用量|520|渗透率|4.38%|,MLLDPE|月用量|340|渗透率|8.64%|",3,"HDPE,LLDPE,MLLDPE",,有期货订单,非代采客户,正常,未上线,,已绑定,0.2727,3,1-7天,0.5909,1-7天,否,否
茂金属Elite系列,5538G,CPG,"CPG华东,CPG华南","张键洪,徐岳",上海思行化工有限公司,,终端,珠光膜,软包装,工业,"HDPE中空料-5401AA|上海赛科,HDPE注塑料-52518|中东,HDPE注塑料-56200(HMA016)|埃克森,HDPE注塑料-8008|塔里木,HDPE注塑料-HD6480(HMA025)|埃克森,HDPE膜料-3355F|泰国PTT,HDPE膜料-6207FL(HTA108)|埃克森,LDPE膜料-2420H|中海壳牌,LDPE膜料-2420K|中海壳牌,LDPE膜料-951-000|茂名石化,LDPE膜料-J1020FS20|印度信诚,LDPE重包料-150E|陶氏,LDPE重包料-FB3003|卡塔尔石化,LDPE重包料-FE3000|卡塔尔石化,LLDPE注塑料-2320|广州石化,LLDPE膜料-2045G|陶氏,LLDPE膜料-218WJ|沙特SABIC,LLDPE膜料-22B02|中东,LLDPE膜料-2645G|陶氏,LLDPE膜料-7042|茂名石化,LLDPE膜料-FB2310|北欧化工,LLDPE膜料-Q1018N|卡塔尔石化,LLDPE膜料-沙特2018BU|埃克森,MLLDPE-1018MA(1018.MA)|埃克森,MLLDPE-5220G|陶氏,MLLDPE-5538G|陶氏,MLLDPE-M3518.CB|埃克森,POP 聚烯烃塑性体-PL1881G|陶氏,PPB注塑料-300H|金能化学,PPB注塑料-K8003|独山子石化,PPHM拉丝料-T30S|大庆炼化,PPHM拉丝料-T30S|大庆石化,PPHM注塑料-H110MA|印度信诚,PPHM注塑料-M17|中科炼化,PPHM注塑料-PPH-M17(V30G)|海南乙烯,ULDPE膜料-4404G|陶氏,ULDPE膜料-4607GC|陶氏","HDPE,LDPE,LLDPE,MLLDPE,POP 聚烯烃塑性体,PPB,PPHM,ULDPE","HDPE中空料,HDPE注塑料,HDPE膜料,LDPE膜料,LDPE重包料,LLDPE注塑料,LLDPE膜料,MLLDPE,POP 聚烯烃塑性体,PPB注塑料,PPHM拉丝料,PPHM注塑料,ULDPE膜料",110,未授信,,0,未授信,,,0,,,,,,二月购,2026-03-02,小客户,9.54%,LLDPE膜料|月用量|30|渗透率|0.00%|,4,"HDPE,LDPE,MLLDPE,ULDPE",,有期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,未知
茂金属Elite系列,5538G,快塑华南,交易服务4部-广州,杨景华,佛山市环购新材料科技有限公司,,终端,保护膜,软包装,工业,"HDPE中空料-5502LW|茂名石化,HDPE中空料-B4660AB|沙特SABIC,HDPE中空料-B53-35H-011|中海壳牌,HDPE中空料-BL3|伊朗石化,HDPE中空料-BM593|中科炼化,HDPE中空料-HD6221|中科炼化,HDPE注塑料-62N07|中东,LDPE膜料-2420E02|伊朗石化,LDPE膜料-2420H|伊朗石化,LDPE膜料-2420H|茂名石化,LDPE膜料-2426H|巴塞尔,LDPE膜料-2426K|巴塞尔,LDPE膜料-2426K|茂名石化,LDPE膜料-FL2202A|台塑美国,LDPE膜料-FL2202C|台塑美国,LDPE膜料-FT6230|北欧化工,LDPE膜料-LD100BW(2022BW)|埃克森,LLDPE注塑料-2320|广州石化,LLDPE膜料-2018.XV(201XV)|福建联合,LLDPE膜料-2018.YB|埃克森,LLDPE膜料-2022.KI(201KI)|福建联合,LLDPE膜料-2045.11G|陶氏,LLDPE膜料-2045G|陶氏,LLDPE膜料-2047G|陶氏,LLDPE膜料-218WJ|沙特SABIC,LLDPE膜料-219ZJ|沙特SABIC,LLDPE膜料-22B02|中东,LLDPE膜料-2607G|陶氏,LLDPE膜料-2645G|陶氏,LLDPE膜料-7042N|广东石化,LLDPE膜料-7042N|广西石化,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|中煤榆林,LLDPE膜料-7042|内蒙宝丰,LLDPE膜料-7042|塔里木,LLDPE膜料-7042|宁夏宝丰,LLDPE膜料-7042|宝来,LLDPE膜料-7042|广州石化,LLDPE膜料-7042|延长榆能化,LLDPE膜料-7042|浙江石化,LLDPE膜料-7042|海南乙烯,LLDPE膜料-7042|烟台万华,LLDPE膜料-7042|神华包头,LLDPE膜料-7042|茂名石化,LLDPE膜料-7042|裕龙石化,LLDPE膜料-7050|浙江石化,LLDPE膜料-7050|烟台万华,LLDPE膜料-7625A|泰国PTT,LLDPE膜料-C4LL2018.XBU|埃克森,LLDPE膜料-DFDC-7050|中海壳牌,LLDPE膜料-DFDC-7050|神华包头,LLDPE膜料-DFDC7050K|烟台万华,LLDPE膜料-F19010|印度信诚,LLDPE膜料-JF19010|印度信诚,LLDPE膜料-沙特2018BU|埃克森,MLLDPE-1018RA|埃克森,MLLDPE-2018RA(2018.RA)|埃克森,MLLDPE-5100G|陶氏,MLLDPE-5220G|陶氏,MLLDPE-5400G|陶氏,MLLDPE-5401GT|陶氏,MLLDPE-5401G|陶氏,MLLDPE-5538G|陶氏,MLLDPE-7835A|泰国PTT,MLLDPE-D139|雪佛龙菲利普斯,MLLDPE-EN1999SS|埃克森,MLLDPE-EX1999SS|埃克森,MLLDPE-HPR1018HA|广东石化,MLLDPE-HPR3518CB|广东石化,MLLDPE-M3518.CB|埃克森,MLLDPE-XN9999SS|埃克森,POE-8150|陶氏,PPHM拉丝料-T03|东华能源","HDPE,LDPE,LLDPE,MLLDPE,POE,PPHM","HDPE中空料,HDPE注塑料,LDPE膜料,LLDPE注塑料,LLDPE膜料,MLLDPE,POE,PPHM拉丝料",518,已授信,,60,31天+,1000000,1000000,1000000,930085,930085,0,"雨商贷-塑采贷-采购贷|授信额度:|430085|,拉卡拉|授信额度:|500000|,京塑条|授信额度:|0|","拉卡拉|激活额度:|500000|已用额度:|0|授信利率:|12.00|,雨商贷-塑采贷-采购贷|激活额度:|430085|已用额度:|0|授信利率:|13.75|",月月购,2026-06-10,中客户,24.06%,"HDPE中空料|月用量|1|渗透率|0.00%|,LDPE膜料|月用量|32|渗透率|6.40%|,LLDPE膜料|月用量|422|渗透率|21.48%|,LLDPE注塑料|月用量|1|渗透率|0.00%|,MLLDPE|月用量|55|渗透率|58.07%|,HDPE注塑料|月用量|5|渗透率|0.00%|,PPHM拉丝料|月用量|1|渗透率|0.00%|,POE|月用量|1|渗透率|0.00%|",3,"LDPE,LLDPE,MLLDPE",,有期货订单,非代采客户,正常,小于5天,,已绑定,0.1714,4,1-7天,0.3333,1-7天,否,是
茂金属Elite系列,5538G,CPG,CPG华南,张键洪,潮州市潮安区聚源塑料制品有限公司,,终端,共挤膜/多层包装膜（工业类）,软包装,工业,"LLDPE膜料-7420D|泰国PTT,MLLDPE-0535.MC(3505MC)|埃克森,MLLDPE-1018.RF(1018RF)|埃克森,MLLDPE-1018MA(1018.MA)|埃克森,MLLDPE-1018MA|埃克森,MLLDPE-1018MF(1018.MF)|埃克森,MLLDPE-1018MF|埃克森,MLLDPE-1018MK|埃克森,MLLDPE-1018RA|埃克森,MLLDPE-1020.RA|埃克森,MLLDPE-1020.RE(2010RE)|埃克森,MLLDPE-2010MA|埃克森,MLLDPE-2010ME|埃克森,MLLDPE-2010RE|埃克森,MLLDPE-2012MK|埃克森,MLLDPE-2018MA|埃克森,MLLDPE-2018MB(2018.MB)|埃克森,MLLDPE-2018MB|埃克森,MLLDPE-2018RA(2018.RA)|埃克森,MLLDPE-2018RB(2018.RB)|埃克森,MLLDPE-3505MC|埃克森,MLLDPE-5401GT|陶氏,MLLDPE-5401G|陶氏,MLLDPE-5538G|陶氏,MLLDPE-6202|陶氏,MLLDPE-D139|雪佛龙菲利普斯,MLLDPE-M3518.CB|埃克森,MLLDPE-M3518.PA|埃克森,MLLDPE-SP1520H|三井化学,ULDPE膜料-4203|陶氏","LLDPE,MLLDPE,ULDPE","LLDPE膜料,MLLDPE,ULDPE膜料",508,未授信,,0,未授信,,,0,,,,,,无复购率,2024-08-21,中客户,,"ULDPE膜料|月用量|1|渗透率|0.00%|,LDPE|月用量|0|渗透率|0.00%|,LLDPE膜料|月用量|400|渗透率|0.00%|,MLLDPE|月用量|107|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,否
茂金属Elite系列,5538G,,,,青岛恩东防锈技术有限公司,,终端,,,,"MLLDPE-5538G|陶氏,ULDPE膜料-4203|陶氏","MLLDPE,ULDPE","MLLDPE,ULDPE膜料",0,未授信,,0,未授信,,,0,,,,,,无复购率,,小客户,,,,,,无期货订单,非代采客户,正常,未上线,,未绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5538G,快塑华南,交易服务5部-广州,王永攀,佛山市三水淼盛包装制品有限公司,,终端,热封膜,软包装,工业,"HDPE膜料-5121B|中海壳牌,LDPE重包料-2420D|中海壳牌,LDPE重包料-2420D|大庆石化,LDPE重包料-2420D|泰国PTT,LDPE重包料-2420F|中海壳牌,LDPE重包料-2520D|茂名石化,LDPE重包料-FT5230|北欧化工,LLDPE膜料-2001|广州石化,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|广州石化,LLDPE膜料-DFDC-7050|中海壳牌,MLLDPE-0535.MC(3505MC)|埃克森,MLLDPE-2705MC|埃克森,MLLDPE-3505MC|埃克森,MLLDPE-5538G|陶氏","HDPE,LDPE,LLDPE,MLLDPE","HDPE膜料,LDPE重包料,LLDPE膜料,MLLDPE",550,已授信,,7,1-7天,600000,232200,0,162648.95,0,0,京塑条|授信额度:|162649|,,二月购,2026-06-08,中客户,6.15%,"LDPE|月用量|100|渗透率|0.00%|,LLDPE膜料|月用量|150|渗透率|6.00%|,HDPE膜料|月用量|50|渗透率|0.00%|,LDPE重包料|月用量|300|渗透率|8.27%|,MLLDPE|月用量|100|渗透率|0.00%|",2,"LDPE,LLDPE",,有期货订单,非代采客户,正常,未上线,,已绑定,0.6923,8,8-15天,2.1429,1-7天,否,否
茂金属Elite系列,5538G,,,,上海三樱包装材料有限公司,,终端,,,,"LLDPE膜料-2036P|陶氏,LLDPE膜料-2045G|陶氏,LLDPE膜料-2047G|陶氏,MLLDPE-5538G|陶氏","LLDPE,MLLDPE","LLDPE膜料,MLLDPE",0,未授信,,0,未授信,,,0,,,,,,无复购率,,小客户,,"MLLDPE|月用量|25|渗透率|0.00%|,HDPE膜料|月用量|25|渗透率|0.00%|,LLDPE膜料|月用量|25|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,未绑定,,,无逾期,,无逾期,否,未知
茂金属Elite系列,5538G,,,,西安恒兴管业有限公司,,终端,,,,"MLLDPE-5538G|陶氏,MLLDPE-EX1999SS|埃克森,MLLDPE-XP9400|韩国大林",MLLDPE,MLLDPE,0,未授信,,0,未授信,,,0,,,,,,无复购率,,小客户,,,,,,无期货订单,非代采客户,正常,未上线,,未绑定,,,无逾期,,无逾期,否,未知
茂金属Elite系列,5538G,快塑华南内海,快塑华南内海,华南内海1,网塑(宁波)供应链管理有限公司,,终端,,,,"ABS-0215H|吉林石化（揭阳）,ABS-HI121H|宁波甬兴,EVA-UE2806|斯尔邦,HDPE中空料-5502LW|茂名石化,HDPE注塑料-62N07|中东,HDPE注塑料-7260|广东石化,HDPE注塑料-DMDA8920|福建联合,HDPE注塑料-FL8008|福建联合,HDPE注塑料-HD54200(FMA016)|福建联合,HDPE膜料-HD55110|中化泉州,LDPE副牌-LD8000-E424|利安德巴塞尔,LDPE膜料-2047A|伊朗石化,LDPE膜料-2119|伊朗石化,LDPE膜料-951-050|茂名石化,LDPE花料-MG70|卡塔尔石化,LLDPE注塑料-2720A|茂名石化,LLDPE注塑料-M2750|广州石化,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|宝来,LLDPE膜料-C4LL1018.AV|埃克森,LLDPE膜料-DFDC-7050|神华包头,MLLDPE-1018MA(1018.MA)|埃克森,MLLDPE-5538G|陶氏,MLLDPE-M3518.CB|埃克森,PPB注塑料-K8003|海南乙烯,PPHM拉丝料-HP550J|金能化学,PPHM拉丝料-T03|东华能源,PPR透明注塑料-3248R|福建联合","ABS,EVA,HDPE,LDPE,LLDPE,MLLDPE,PPB,PPHM,PPR","ABS,EVA,HDPE中空料,HDPE注塑料,HDPE膜料,LDPE副牌,LDPE膜料,LDPE花料,LLDPE注塑料,LLDPE膜料,MLLDPE,PPB注塑料,PPHM拉丝料,PPR透明注塑料",0,未授信,,0,未授信,,,0,,,,,,半年购,2025-11-13,小客户,,,4,"HDPE,LDPE,LLDPE,PPR",,无期货订单,非代采客户,正常,小于5天,1,已绑定,,,无逾期,,无逾期,否,未知
茂金属Elite系列,5538G,,,,上海旻荣实业有限公司,,终端,,,,"LLDPE膜料-7042|浙江石化,MLLDPE-1018MF(1018.MF)|埃克森,MLLDPE-1018MF|埃克森,MLLDPE-2018MA|埃克森,MLLDPE-5538G|陶氏,MLLDPE-M3518.CB|埃克森","LLDPE,MLLDPE","LLDPE膜料,MLLDPE",0,未授信,,0,未授信,,,0,,,,,,无复购率,,小客户,,,,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,是
茂金属Elite系列,5538G,,,,广东亚设体育产业有限公司,,终端,人造草丝,消费品,工业类,"EAA-3990|美国杜邦,HDPE拉丝料-5000S|兰州石化,HDPE拉丝料-8010|台湾台塑,LLDPE膜料-2036.01G|陶氏,LLDPE膜料-2036G|陶氏,LLDPE膜料-2036P|陶氏,LLDPE膜料-2038.68G|陶氏,LLDPE膜料-2045.11G|陶氏,LLDPE膜料-2045G|陶氏,LLDPE膜料-2047G|陶氏,LLDPE膜料-218WJ|沙特SABIC,LLDPE膜料-2607G|陶氏,LLDPE膜料-2645G|陶氏,LLDPE膜料-7042|中海壳牌,LLDPE膜料-XUS61530.23|陶氏,MLLDPE-5045P|陶氏,MLLDPE-5100G|陶氏,MLLDPE-5220G|陶氏,MLLDPE-5400G|陶氏,MLLDPE-5401GT|陶氏,MLLDPE-5401G|陶氏,MLLDPE-5538G|陶氏,MLLDPE-5815|陶氏,POP 聚烯烃塑性体-PL1880G|陶氏,POP 聚烯烃塑性体-PL1881G|陶氏,PPHM纤维料-PP-H-Y-300(N-Z30S)|茂名石化,PPHM纤维料-Z30S|北海炼化,ULDPE膜料-4203|陶氏,ULDPE膜料-4404G|陶氏,ULDPE膜料-4607GC|陶氏","EAA,HDPE,LLDPE,MLLDPE,POP 聚烯烃塑性体,PPHM,ULDPE","EAA,HDPE拉丝料,LLDPE膜料,MLLDPE,POP 聚烯烃塑性体,PPHM纤维料,ULDPE膜料",100,待风控重审,系统冻结：逾期超15天,7,1-7天,300000,,0,,,,,,无复购率,2024-10-31,小客户,,"HDPE拉丝料|月用量|50|渗透率|0.00%|,LLDPE膜料|月用量|50|渗透率|0.00%|,EAA|月用量|10|渗透率|0.00%|,MLLDPE|月用量|10|渗透率|0.00%|,POP 聚烯烃塑性体|月用量|10|渗透率|0.00%|,ULDPE膜料|月用量|101|渗透率|0.00%|",,,,无期货订单,非代采客户,正常,未上线,,已绑定,,,无逾期,,无逾期,否,否
茂金属Elite系列,5940G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茂金属Elite系列,5210G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茂金属Elite系列,5960G,快塑华南,交易服务2部-广州,韩智锋,东莞市匠星新材料科技有限公司,,终端,共挤膜/多层包装膜（食品类）|冷冻食品包装膜/袋|热封膜|通用包装膜/袋,其它|软包装,其它|工业|食品,"HDPE膜料-9001|台湾塑胶,HDPE膜料-FB5600|北欧化工,HDPE膜料-FJ00952|沙特SABIC,HDPE膜料-TR144|雪佛龙菲利普斯,LDPE膜料-2420E02|伊朗石化,LDPE膜料-2420H|伊朗石化,LDPE膜料-2420H|裕龙石化,LDPE膜料-2426H|中海壳牌,LDPE膜料-2426H|浙江石化,LDPE膜料-2426H|神华榆林,LDPE膜料-2426H|茂名石化,LDPE膜料-2426K|茂名石化,LDPE膜料-FL2202C|台塑美国,LLDPE膜料-2018.XV(201XV)|福建联合,LLDPE膜料-7042N|广东石化,LLDPE膜料-7042N|广西石化,LLDPE膜料-7042|中海壳牌,LLDPE膜料-7042|宝来,LLDPE膜料-7042|福建联合,LLDPE膜料-7042|茂名石化,LLDPE膜料-DFDC-7050|中海壳牌,LLDPE膜料-FB2230|北欧化工,LLDPE膜料-TH60|陶氏,MHDPE-AT6900|陶氏,MLLDPE-1018MA(1018.MA)|埃克森,MLLDPE-1018MF(1018.MF)|埃克森,MLLDPE-5400G|陶氏,MLLDPE-5401G|陶氏,MLLDPE-5960G|陶氏,MLLDPE-D139|雪佛龙菲利普斯,MLLDPE-XP6056ML|埃克森","HDPE,LDPE,LLDPE,MHDPE,MLLDPE","HDPE膜料,LDPE膜料,LLDPE膜料,MHDPE,MLLDPE",710,已授信,,7,1-7天,600000,228150,0,0,0,0,"华兴银行|授信额度:|0|,京塑条|授信额度:|0|",,月月购,2026-06-15,大客户,9.42%,"LDPE膜料|月用量|90|渗透率|19.17%|,HDPE膜料|月用量|10|渗透率|20.62%|,LLDPE膜料|月用量|580|渗透率|6.98%|,MLLDPE|月用量|60|渗透率|8.40%|",5,"HDPE,LDPE,LLDPE,MHDPE,MLLDPE",,有期货订单,非代采客户,正常,10到15天,6,已绑定,0.25,2,1-7天,0.4762,1-7天,否,是
